Date,High,Low,Open,Close,Volume,Adj Close
2017-06-28,0.984499990940094,0.6000000238418579,0.8500000238418579,0.8500000238418579,13984,0.8500000238418579
2017-06-29,1.909999966621399,0.6499999761581421,0.8500000238418579,0.9120000004768372,22117,0.9120000004768372
2017-06-30,1.350000023841858,0.800000011920929,0.9120000004768372,1.0499999523162842,125944,1.0499999523162842
2017-07-01,3.880000114440918,0.9455000162124634,1.0499999523162842,3.0,7026243,3.0
2017-07-02,6.900000095367432,2.5,3.0,4.199999809265137,21951537,4.199999809265137
2017-07-03,4.449999809265137,2.559999942779541,4.199999809265137,3.240000009536743,18817513,3.240000009536743
2017-07-04,3.3499999046325684,2.609999895095825,3.240000009536743,2.859999895095825,8117576,2.859999895095825
2017-07-05,3.549999952316284,2.8299999237060547,2.859999895095825,3.2300000190734863,10051055,3.2300000190734863
2017-07-06,3.3299999237060547,2.619999885559082,3.2300000190734863,2.6500000953674316,7465810,2.6500000953674316
2017-07-07,2.759999990463257,2.049999952316284,2.6500000953674316,2.369999885559082,8588127,2.369999885559082
2017-07-08,2.509999990463257,2.069999933242798,2.369999885559082,2.2200000286102295,5414423,2.2200000286102295
2017-07-09,2.25,1.440000057220459,2.2200000286102295,1.7000000476837158,7816152,1.7000000476837158
2017-07-10,1.840000033378601,1.399999976158142,1.7000000476837158,1.5299999713897705,8732379,1.5299999713897705
2017-07-11,2.069999933242798,1.409999966621399,1.5299999713897705,1.9600000381469727,6247001,1.9600000381469727
2017-07-12,2.0199999809265137,1.5800000429153442,1.9600000381469727,1.7100000381469727,3892904,1.7100000381469727
2017-07-13,1.7100000381469727,1.4600000381469727,1.7100000381469727,1.5099999904632568,3712786,1.5099999904632568
2017-07-14,1.5199999809265137,1.2799999713897705,1.5099999904632568,1.2899999618530273,4110173,1.2899999618530273
2017-07-15,1.3700000047683716,1.1200000047683716,1.2899999618530273,1.2200000286102295,3648786,1.2200000286102295
2017-07-16,1.590000033378601,1.2000000476837158,1.2200000286102295,1.5099999904632568,4910881,1.5099999904632568
2017-07-17,1.7799999713897705,1.440000057220459,1.5099999904632568,1.6699999570846558,5033825,1.6699999570846558
2017-07-18,1.7999999523162842,1.3899999856948853,1.6699999570846558,1.4500000476837158,4576710,1.4500000476837158
2017-07-19,1.7899999618530273,1.409999966621399,1.4500000476837158,1.7100000381469727,3412364,1.7100000381469727
2017-07-20,1.9800000190734863,1.6799999475479126,1.7100000381469727,1.7899999618530273,4266150,1.7899999618530273
2017-07-21,2.0799999237060547,1.7699999809265137,1.7899999618530273,2.0299999713897705,3886531,2.0299999713897705
2017-07-22,2.180000066757202,1.7999999523162842,2.0299999713897705,1.909999966621399,5162630,1.909999966621399
2017-07-23,1.9900000095367432,1.809999942779541,1.909999966621399,1.899999976158142,3396305,1.899999976158142
2017-07-24,1.909999966621399,1.5299999713897705,1.899999976158142,1.6699999570846558,5017566,1.6699999570846558
2017-07-25,1.7400000095367432,1.4900000095367432,1.6699999570846558,1.659999966621399,4538640,1.659999966621399
2017-07-26,1.940000057220459,1.6399999856948853,1.659999966621399,1.909999966621399,5308046,1.909999966621399
2017-07-27,1.9800000190734863,1.7699999809265137,1.909999966621399,1.7999999523162842,5264663,1.7999999523162842
2017-07-28,1.8700000047683716,1.600000023841858,1.7999999523162842,1.809999942779541,4810950,1.809999942779541
2017-07-29,1.8899999856948853,1.690000057220459,1.809999942779541,1.7899999618530273,3085982,1.7899999618530273
2017-07-30,1.809999942779541,1.6399999856948853,1.7899999618530273,1.7200000286102295,3919388,1.7200000286102295
2017-07-31,1.8300000429153442,1.6799999475479126,1.7200000286102295,1.7699999809265137,5236301,1.7699999809265137
2017-08-01,1.9299999475479126,1.690000057220459,1.7699999809265137,1.7599999904632568,3549752,1.7599999904632568
2017-08-02,1.809999942779541,1.690000057220459,1.7599999904632568,1.7799999713897705,2981679,1.7799999713897705
2017-08-03,1.850000023841858,1.7000000476837158,1.7799999713897705,1.7799999713897705,3395697,1.7799999713897705
2017-08-04,1.9600000381469727,1.7200000286102295,1.7799999713897705,1.8600000143051147,5778221,1.8600000143051147
2017-08-05,1.8799999952316284,1.75,1.8600000143051147,1.7599999904632568,4030809,1.7599999904632568
2017-08-06,1.8700000047683716,1.7000000476837158,1.7599999904632568,1.8300000429153442,5206772,1.8300000429153442
2017-08-07,1.9800000190734863,1.7899999618530273,1.8300000429153442,1.8600000143051147,6442701,1.8600000143051147
2017-08-08,1.9800000190734863,1.7799999713897705,1.8600000143051147,1.8200000524520874,4507591,1.8200000524520874
2017-08-09,1.909999966621399,1.7899999618530273,1.8200000524520874,1.840000033378601,4646113,1.840000033378601
2017-08-10,1.8700000047683716,1.7000000476837158,1.840000033378601,1.7599999904632568,6178302,1.7599999904632568
2017-08-11,1.8300000429153442,1.600000023841858,1.7599999904632568,1.649999976158142,4966141,1.649999976158142
2017-08-12,1.690000057220459,1.5099999904632568,1.649999976158142,1.590000033378601,5671503,1.590000033378601
2017-08-13,1.690000057220459,1.5099999904632568,1.590000033378601,1.6100000143051147,4853686,1.6100000143051147
2017-08-14,1.7200000286102295,1.5700000524520874,1.6100000143051147,1.6200000047683716,5240985,1.6200000047683716
2017-08-15,1.6399999856948853,1.5499999523162842,1.6200000047683716,1.590000033378601,4261201,1.590000033378601
2017-08-16,1.6100000143051147,1.4900000095367432,1.590000033378601,1.5199999809265137,5121019,1.5199999809265137
2017-08-17,1.5299999713897705,1.350000023841858,1.5199999809265137,1.399999976158142,4806175,1.399999976158142
2017-08-18,1.440000057220459,1.2899999618530273,1.399999976158142,1.3899999856948853,3802323,1.3899999856948853
2017-08-19,1.4199999570846558,1.3300000429153442,1.3899999856948853,1.3600000143051147,3418818,1.3600000143051147
2017-08-20,1.3899999856948853,1.309999942779541,1.3600000143051147,1.3300000429153442,4382936,1.3300000429153442
2017-08-21,1.3300000429153442,1.2400000095367432,1.3300000429153442,1.2699999809265137,4568631,1.2699999809265137
2017-08-22,1.5399999618530273,1.2599999904632568,1.2699999809265137,1.4199999570846558,8702128,1.4199999570846558
2017-08-23,1.4199999570846558,1.3300000429153442,1.4199999570846558,1.3700000047683716,3807187,1.3700000047683716
2017-08-24,1.440000057220459,1.3300000429153442,1.3700000047683716,1.3700000047683716,4134960,1.3700000047683716
2017-08-25,1.3899999856948853,1.3300000429153442,1.3700000047683716,1.3600000143051147,3183819,1.3600000143051147
2017-08-26,1.3799999952316284,1.3200000524520874,1.3600000143051147,1.340000033378601,3134463,1.340000033378601
2017-08-27,1.3600000143051147,1.2899999618530273,1.340000033378601,1.3300000429153442,3538019,1.3300000429153442
2017-08-28,1.3799999952316284,1.309999942779541,1.3300000429153442,1.3200000524520874,4410672,1.3200000524520874
2017-08-29,1.350000023841858,1.2200000286102295,1.3200000524520874,1.25,5856106,1.25
2017-08-30,1.350000023841858,1.25,1.25,1.340000033378601,6523912,1.340000033378601
2017-08-31,1.350000023841858,1.2799999713897705,1.340000033378601,1.3200000524520874,5539771,1.3200000524520874
2017-09-01,1.440000057220459,1.190000057220459,1.3200000524520874,1.2400000095367432,5435995,1.2400000095367432
2017-09-02,1.3300000429153442,1.2100000381469727,1.2400000095367432,1.2999999523162842,4887793,1.2999999523162842
2017-09-03,1.2999999523162842,0.8219000101089478,1.2999999523162842,0.9142000079154968,11774351,0.9142000079154968
2017-09-04,0.9776999950408936,0.7501999735832214,0.9142000079154968,0.9229999780654907,7729943,0.9229999780654907
2017-09-05,1.159999966621399,0.8560000061988831,0.9229999780654907,0.9106000065803528,11989392,0.9106000065803528
2017-09-06,1.0199999809265137,0.8519999980926514,0.9106000065803528,0.9828000068664551,10287229,0.9828000068664551
2017-09-07,0.9911999702453613,0.7803999781608582,0.9828000068664551,0.8421000242233276,8815302,0.8421000242233276
2017-09-08,0.8486999869346619,0.7577000260353088,0.8421000242233276,0.8173999786376953,3424553,0.8173999786376953
2017-09-09,0.8192999958992004,0.6991999745368958,0.8173999786376953,0.7450000047683716,3960901,0.7450000047683716
2017-09-10,0.7639999985694885,0.710099995136261,0.7450000047683716,0.7350000143051147,2765708,0.7350000143051147
2017-09-11,0.8944000005722046,0.7289999723434448,0.7350000143051147,0.859000027179718,6731634,0.859000027179718
2017-09-12,0.859499990940094,0.6603000164031982,0.859000027179718,0.7271999716758728,5613781,0.7271999716758728
2017-09-13,0.76419997215271,0.5206999778747559,0.7271999716758728,0.5806000232696533,6929316,0.5806000232696533
2017-09-14,0.6782000064849854,0.5149000287055969,0.5806000232696533,0.6510999798774719,4543809,0.6510999798774719
2017-09-15,0.6797999739646912,0.5781000256538391,0.6510999798774719,0.6240000128746033,2166344,0.6240000128746033
2017-09-16,0.6489999890327454,0.567799985408783,0.6240000128746033,0.6233000159263611,3524669,0.6233000159263611
2017-09-17,0.7074999809265137,0.6229000091552734,0.6233000159263611,0.7049000263214111,3151410,0.7049000263214111
2017-09-18,0.7128000259399414,0.6464999914169312,0.7049000263214111,0.6492999792098999,2555517,0.6492999792098999
2017-09-19,0.6672999858856201,0.6151999831199646,0.6492999792098999,0.616599977016449,3416422,0.616599977016449
2017-09-20,0.6292999982833862,0.54339998960495,0.616599977016449,0.5670999884605408,4113626,0.5670999884605408
2017-09-21,0.5792999863624573,0.5311999917030334,0.5670999884605408,0.5659000277519226,2609360,0.5659000277519226
2017-09-22,0.6047999858856201,0.5579000115394592,0.5659000277519226,0.578000009059906,2705869,0.578000009059906
2017-09-23,0.5860999822616577,0.5414999723434448,0.578000009059906,0.5454000234603882,3208145,0.5454000234603882
2017-09-24,0.5778999924659729,0.5245000123977661,0.5454000234603882,0.5687999725341797,3122841,0.5687999725341797
2017-09-25,0.5853999853134155,0.5511000156402588,0.5687999725341797,0.5613999962806702,3111743,0.5613999962806702
2017-09-26,0.6438000202178955,0.5569000244140625,0.5613999962806702,0.6313999891281128,6093032,0.6313999891281128
2017-09-27,0.8237000107765198,0.6291999816894531,0.6313999891281128,0.8084999918937683,11634404,0.8084999918937683
2017-09-28,0.843500018119812,0.6978999972343445,0.8084999918937683,0.7146000266075134,8597897,0.7146000266075134
2017-09-29,0.7584999799728394,0.7060999870300293,0.7146000266075134,0.727400004863739,4603840,0.727400004863739
2017-09-30,0.7285000085830688,0.663100004196167,0.727400004863739,0.7085000276565552,3774630,0.7085000276565552
2017-10-01,0.718999981880188,0.6330999732017517,0.7085000276565552,0.6549000144004822,3348450,0.6549000144004822
2017-10-02,0.6690000295639038,0.6057000160217285,0.6549000144004822,0.6308000087738037,2841163,0.6308000087738037
2017-10-03,0.6347000002861023,0.5828999876976013,0.6308000087738037,0.6007999777793884,2556541,0.6007999777793884
2017-10-04,0.621399998664856,0.5752000212669373,0.6007999777793884,0.605400025844574,3418564,0.605400025844574
2017-10-05,0.6100000143051147,0.5861999988555908,0.605400025844574,0.6004999876022339,2401400,0.6004999876022339
2017-10-06,0.6075000166893005,0.5712000131607056,0.6004999876022339,0.5895000100135803,2213861,0.5895000100135803
2017-10-07,0.6173999905586243,0.5753999948501587,0.5895000100135803,0.6060000061988831,3004729,0.6060000061988831
2017-10-08,0.6061000227928162,0.5248000025749207,0.6060000061988831,0.5580000281333923,3385306,0.5580000281333923
2017-10-09,0.5892000198364258,0.5473999977111816,0.5580000281333923,0.5519999861717224,3287961,0.5519999861717224
2017-10-10,0.6277999877929688,0.5468000173568726,0.5519999861717224,0.6075999736785889,4345919,0.6075999736785889
2017-10-11,0.6420000195503235,0.5813999772071838,0.6075999736785889,0.5946999788284302,4340594,0.5946999788284302
2017-10-12,0.6169000267982483,0.54830002784729,0.5946999788284302,0.5871999859809875,4042813,0.5871999859809875
2017-10-13,0.6184999942779541,0.5767999887466431,0.5871999859809875,0.5835999846458435,3466288,0.5835999846458435
2017-10-14,0.5917999744415283,0.5629000067710876,0.5835999846458435,0.5738000273704529,2788497,0.5738000273704529
2017-10-15,0.5853000283241272,0.5593000054359436,0.5740000009536743,0.5608000159263611,2371426,0.5608000159263611
2017-10-16,0.5674999952316284,0.5374000072479248,0.5612000226974487,0.5501000285148621,2552997,0.5501000285148621
2017-10-17,0.5679000020027161,0.5109999775886536,0.5519000291824341,0.5432000160217285,3082220,0.5432000160217285
2017-10-18,0.5946000218391418,0.5424000024795532,0.54339998960495,0.5662999749183655,3901100,0.5662999749183655
2017-10-19,0.5888000130653381,0.5394999980926514,0.5665000081062317,0.5394999980926514,2991733,0.5394999980926514
2017-10-20,0.5410000085830688,0.5121999979019165,0.5396000146865845,0.5284000039100647,3480635,0.5284000039100647
2017-10-21,0.5414999723434448,0.49790000915527344,0.5281999707221985,0.5192000269889832,2365226,0.5192000269889832
2017-10-22,0.5238999724388123,0.47929999232292175,0.5188999772071838,0.49239999055862427,3006265,0.49239999055862427
