Date,High,Low,Open,Close,Volume,Adj Close
2013-10-23,3.0,3.0,3.0,3.0,8,3.0
2013-10-24,3.0,3.0,3.0,3.0,0,3.0
2013-10-25,3.0,3.0,3.0,3.0,0,3.0
2013-10-26,3.0,3.0,3.0,3.0,0,3.0
2013-10-28,3.0,3.0,3.0,3.0,0,3.0
2013-10-29,3.0,3.0,3.0,3.0,0,3.0
2013-10-30,3.0,3.0,3.0,3.0,0,3.0
2013-10-31,3.0,3.0,3.0,3.0,0,3.0
2013-11-01,3.0,3.0,3.0,3.0,0,3.0
2013-11-02,3.0,3.0,3.0,3.0,0,3.0
2013-11-03,3.0,3.0,3.0,3.0,0,3.0
2013-11-04,3.0,3.0,3.0,3.0,21,3.0
2013-11-05,3.0,3.0,3.0,3.0,0,3.0
2013-11-06,3.0,3.0,3.0,3.0,0,3.0
2013-11-07,3.200000047683716,3.0,3.0,3.200000047683716,28,3.200000047683716
2013-11-08,3.200000047683716,3.200000047683716,3.200000047683716,3.200000047683716,2,3.200000047683716
2013-11-09,3.200000047683716,3.200000047683716,3.200000047683716,3.200000047683716,0,3.200000047683716
2013-11-10,3.200000047683716,3.200000047683716,3.200000047683716,3.200000047683716,0,3.200000047683716
2013-11-11,3.200000047683716,3.200000047683716,3.200000047683716,3.200000047683716,0,3.200000047683716
2013-11-12,3.200000047683716,3.200000047683716,3.200000047683716,3.200000047683716,0,3.200000047683716
2013-11-13,5.0,3.200000047683716,3.200000047683716,5.0,1128,5.0
2013-11-14,5.0,3.0,5.0,3.0,38,3.0
2013-11-15,5.0,3.0,3.0,5.0,50,5.0
2013-11-16,5.0,4.25,5.0,4.25,21,4.25
2013-11-17,4.25,4.25,4.25,4.25,0,4.25
2013-11-18,5.0,4.25,4.25,5.0,25,5.0
2013-11-19,10.0,5.0,5.0,9.0,272,9.0
2013-11-20,9.0,9.0,9.0,9.0,22,9.0
2013-11-21,9.0,9.0,9.0,9.0,850,9.0
2013-11-22,11.0,9.0,9.0,10.0,658,10.0
2013-11-23,14.5,10.0,10.0,12.800000190734863,32377,12.800000190734863
2013-11-24,13.800000190734863,10.0,12.800000190734863,10.0,96,10.0
2013-11-25,14.0,10.0,10.0,12.0,2328,12.0
2013-11-26,20.5,11.0,12.0,20.5,7634,20.5
2013-11-27,50.0,20.5,20.5,35.9900016784668,14864,35.9900016784668
2013-11-28,65.0,35.9900016784668,35.9900016784668,46.099998474121094,13001,46.099998474121094
2013-11-29,50.0,30.200000762939453,46.099998474121094,41.0,11730,41.0
2013-11-30,48.0,38.0,41.0,41.0,6048,41.0
2013-12-01,41.209999084472656,24.479999542236328,41.0,35.29999923706055,1676,35.29999923706055
2013-12-02,40.5,29.799999237060547,35.29999923706055,33.5099983215332,3620,33.5099983215332
2013-12-03,36.400001525878906,32.0,33.5099983215332,33.0,7169,33.0
2013-12-04,43.0,31.0,33.0,32.20000076293945,20974,32.20000076293945
2013-12-05,42.9900016784668,29.0,32.20000076293945,38.0,24291,38.0
2013-12-06,39.20000076293945,32.0,38.0,32.0,7020,32.0
2013-12-07,32.0,11.0,32.0,22.780000686645508,7637,22.780000686645508
2013-12-08,28.399999618530273,22.780000686645508,22.780000686645508,27.93000030517578,2092,27.93000030517578
2013-12-09,32.59000015258789,27.0,27.93000030517578,31.979999542236328,3602,31.979999542236328
2013-12-10,36.599998474121094,31.979999542236328,31.979999542236328,35.2599983215332,7327,35.2599983215332
2013-12-11,35.2599983215332,28.780000686645508,35.2599983215332,31.56999969482422,13797,31.56999969482422
2013-12-12,32.93000030517578,30.979999542236328,31.56999969482422,31.0,1459,31.0
2013-12-13,33.0,30.010000228881836,31.0,30.59000015258789,3919,30.59000015258789
2013-12-14,32.38999938964844,30.010000228881836,30.59000015258789,30.010000228881836,3515,30.010000228881836
2013-12-15,31.799999237060547,29.149999618530273,30.010000228881836,30.920000076293945,7727,30.920000076293945
2013-12-16,32.130001068115234,25.0,30.920000076293945,25.770000457763672,3419,25.770000457763672
2013-12-17,29.0,20.010000228881836,25.770000457763672,23.739999771118164,5200,23.739999771118164
2013-12-18,23.739999771118164,8.479999542236328,23.739999771118164,13.0,14485,13.0
2013-12-19,20.0,13.0,13.0,19.799999237060547,781,19.799999237060547
2013-12-20,22.0,17.219999313354492,19.799999237060547,18.850000381469727,1168,18.850000381469727
2013-12-21,18.850000381469727,17.1299991607666,18.850000381469727,17.1299991607666,169,17.1299991607666
2013-12-22,19.010000228881836,17.1299991607666,17.1299991607666,18.0,2413,18.0
2013-12-23,18.739999771118164,16.729999542236328,18.0,17.200000762939453,4050,17.200000762939453
2013-12-24,18.0,17.200000762939453,17.200000762939453,18.0,944,18.0
2013-12-25,22.059999465942383,17.5,18.0,22.059999465942383,5994,22.059999465942383
2013-12-26,25.0,21.899999618530273,22.059999465942383,24.969999313354492,24203,24.969999313354492
2013-12-27,24.969999313354492,22.0,24.969999313354492,22.059999465942383,7416,22.059999465942383
2013-12-28,23.329999923706055,22.059999465942383,22.059999465942383,22.329999923706055,270,22.329999923706055
2013-12-29,24.510000228881836,22.31999969482422,22.329999923706055,24.510000228881836,928,24.510000228881836
2013-12-30,25.18000030517578,23.15999984741211,24.510000228881836,24.959999084472656,4646,24.959999084472656
2013-12-31,24.979999542236328,23.549999237060547,24.959999084472656,23.549999237060547,315,23.549999237060547
2014-01-01,25.0,23.549999237060547,23.549999237060547,24.770000457763672,2048,24.770000457763672
2014-01-02,26.600000381469727,23.8799991607666,24.770000457763672,26.600000381469727,4818,26.600000381469727
2014-01-03,26.600000381469727,24.100000381469727,26.600000381469727,25.489999771118164,807,25.489999771118164
2014-01-04,25.489999771118164,24.049999237060547,25.489999771118164,24.049999237060547,417,24.049999237060547
2014-01-05,27.0,24.049999237060547,24.049999237060547,26.010000228881836,16138,26.010000228881836
2014-01-06,31.260000228881836,22.229999542236328,26.010000228881836,28.700000762939453,12995,28.700000762939453
2014-01-07,29.709999084472656,23.0,28.700000762939453,23.0,9318,23.0
2014-01-08,26.0,22.190000534057617,23.0,24.899999618530273,5690,24.899999618530273
2014-01-09,25.790000915527344,24.0,24.899999618530273,24.5,393,24.5
2014-01-10,25.790000915527344,24.0,24.5,24.059999465942383,885,24.059999465942383
2014-01-11,27.6200008392334,24.059999465942383,24.059999465942383,26.350000381469727,2015,26.350000381469727
2014-01-12,26.450000762939453,24.0,26.350000381469727,25.389999389648438,2208,25.389999389648438
2014-01-13,26.309999465942383,24.0,25.389999389648438,25.010000228881836,20878,25.010000228881836
2014-01-14,25.010000228881836,24.0,25.010000228881836,24.520000457763672,213,24.520000457763672
2014-01-15,25.469999313354492,24.389999389648438,24.520000457763672,24.520000457763672,471,24.520000457763672
2014-01-16,25.3700008392334,24.010000228881836,24.520000457763672,24.010000228881836,1748,24.010000228881836
2014-01-17,24.989999771118164,23.270000457763672,24.010000228881836,24.0,2426,24.0
2014-01-18,24.989999771118164,23.5,24.0,24.940000534057617,12878,24.940000534057617
2014-01-19,24.940000534057617,23.350000381469727,24.940000534057617,24.899999618530273,320,24.899999618530273
2014-01-20,24.899999618530273,24.280000686645508,24.899999618530273,24.280000686645508,519,24.280000686645508
2014-01-21,25.5,23.5,24.280000686645508,25.489999771118164,4143,25.489999771118164
2014-01-22,25.489999771118164,22.389999389648438,25.489999771118164,23.0,1259,23.0
2014-01-23,23.729999542236328,22.299999237060547,23.0,22.299999237060547,2821,22.299999237060547
2014-01-24,22.889999389648438,20.5,22.299999237060547,21.049999237060547,6188,21.049999237060547
2014-01-25,22.350000381469727,20.290000915527344,21.049999237060547,22.260000228881836,2899,22.260000228881836
2014-01-26,24.0,22.0,22.260000228881836,22.34000015258789,7269,22.34000015258789
2014-01-27,23.5,20.780000686645508,22.34000015258789,20.780000686645508,9919,20.780000686645508
2014-01-28,23.0,20.290000915527344,20.780000686645508,22.8799991607666,1833,22.8799991607666
2014-01-29,22.8799991607666,20.6299991607666,22.8799991607666,21.700000762939453,2131,21.700000762939453
2014-01-30,21.989999771118164,20.6200008392334,21.700000762939453,20.719999313354492,190,20.719999313354492
2014-01-31,21.610000610351562,20.719999313354492,20.719999313354492,21.59000015258789,1109,21.59000015258789
2014-02-01,22.65999984741211,21.299999237060547,21.59000015258789,21.459999084472656,703,21.459999084472656
2014-02-02,21.8700008392334,21.459999084472656,21.459999084472656,21.8700008392334,246,21.8700008392334
2014-02-03,21.8700008392334,21.40999984741211,21.8700008392334,21.40999984741211,99,21.40999984741211
2014-02-04,21.649999618530273,21.010000228881836,21.40999984741211,21.06999969482422,1402,21.06999969482422
2014-02-05,21.700000762939453,21.0,21.06999969482422,21.200000762939453,3248,21.200000762939453
2014-02-06,21.549999237060547,19.799999237060547,21.200000762939453,19.799999237060547,1066,19.799999237060547
2014-02-07,20.0,17.200000762939453,19.799999237060547,18.889999389648438,1864,18.889999389648438
2014-02-08,20.290000915527344,17.5,18.889999389648438,17.5,3435,17.5
2014-02-09,19.809999465942383,17.0,17.5,18.700000762939453,1778,18.700000762939453
2014-02-10,19.709999084472656,14.0,18.700000762939453,17.899999618530273,5280,17.899999618530273
2014-02-11,19.690000534057617,15.699999809265137,17.899999618530273,16.299999237060547,5503,16.299999237060547
2014-02-12,19.489999771118164,16.299999237060547,16.299999237060547,19.489999771118164,490,19.489999771118164
2014-02-13,19.489999771118164,16.3799991607666,19.489999771118164,16.420000076293945,2990,16.420000076293945
2014-02-14,16.84000015258789,14.369999885559082,16.420000076293945,16.760000228881836,1355,16.760000228881836
2014-02-15,16.760000228881836,16.280000686645508,16.760000228881836,16.280000686645508,22,16.280000686645508
2014-02-16,16.280000686645508,15.229999542236328,16.280000686645508,15.229999542236328,178,15.229999542236328
2014-02-17,15.760000228881836,15.229999542236328,15.229999542236328,15.760000228881836,385,15.760000228881836
2014-02-18,17.280000686645508,15.630000114440918,15.760000228881836,17.280000686645508,900,17.280000686645508
2014-02-19,17.40999984741211,15.8100004196167,17.280000686645508,15.829999923706055,134,15.829999923706055
2014-02-20,17.200000762939453,14.350000381469727,15.829999923706055,15.949999809265137,3719,15.949999809265137
2014-02-21,15.949999809265137,14.34000015258789,15.949999809265137,14.890000343322754,1798,14.890000343322754
2014-02-22,15.630000114440918,13.319999694824219,14.890000343322754,13.319999694824219,461,13.319999694824219
2014-02-23,16.6200008392334,13.319999694824219,13.319999694824219,15.0,1700,15.0
2014-02-24,15.930000305175781,14.210000038146973,15.0,15.220000267028809,1859,15.220000267028809
2014-02-25,15.220000267028809,11.130000114440918,15.220000267028809,14.420000076293945,8630,14.420000076293945
2014-02-26,16.610000610351562,14.130000114440918,14.420000076293945,15.850000381469727,9672,15.850000381469727
